Style,Item,Carton_Qty,Price,Colour,Size,Fit,Desc,US_SoH,Next_Delivery,Length,Width,Height,CC,Weight(Kg),EAN13,DUN14,Commodity_Code,Unit_Of_Sale,Image_Path
2886,2886CGR30,036,14.25,Charcoal  ,30,R,Industrial Work Pants,55,,43.0,28.0,48.0,1605.3330,0.4200,5036108269525,15036108759177,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR32,036,14.25,Charcoal  ,32,R,Industrial Work Pants,62,,43.0,28.0,48.0,1605.3330,0.4300,5036108269532,15036108759184,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR34,036,14.25,Charcoal  ,34,R,Industrial Work Pants,105,,43.0,28.0,48.0,1605.3330,0.4400,5036108269549,15036108759191,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR36,036,14.25,Charcoal  ,36,R,Industrial Work Pants,127,,43.0,28.0,48.0,1605.3330,0.4500,5036108269556,15036108759207,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR38,036,14.25,Charcoal  ,38,R,Industrial Work Pants,43,,43.0,28.0,48.0,1605.3330,0.4600,5036108269563,15036108759214,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR40,036,14.25,Charcoal  ,40,R,Industrial Work Pants,35,,43.0,28.0,48.0,1605.3330,0.4700,5036108269570,15036108759221,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR42,036,14.25,Charcoal  ,42,R,Industrial Work Pants,79,,43.0,28.0,48.0,1605.3330,0.4800,5036108269587,15036108759238,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR44,036,14.25,Charcoal  ,44,R,Industrial Work Pants,43,,43.0,28.0,48.0,1605.3330,0.4900,5036108269594,15036108759245,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR46,036,14.25,Charcoal  ,46,R,Industrial Work Pants,51,,43.0,28.0,48.0,1605.3330,0.5000,5036108269600,15036108759252,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR48,036,14.25,Charcoal  ,48,R,Industrial Work Pants,59,,43.0,28.0,48.0,1605.3330,0.5100,5036108269617,15036108759269,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR50,036,14.25,Charcoal  ,50,R,Industrial Work Pants,29,,43.0,28.0,48.0,1605.3330,0.5200,5036108269624,15036108759276,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGR52,036,14.25,Charcoal  ,52,R,Industrial Work Pants,23,,43.0,28.0,48.0,1605.3330,0.5300,5036108269631,15036108759283,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGR.jpg
2886,2886CGT32,036,14.25,Char T    ,32,T,Industrial Work Pants,121,,43.0,28.0,48.0,1605.3330,0.4400,5036108269648,15036108759290,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886CGT34,036,14.25,Char T    ,34,T,Industrial Work Pants,110,,43.0,28.0,48.0,1605.3330,0.4600,5036108269655,15036108759306,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886CGT36,036,14.25,Char T    ,36,T,Industrial Work Pants,115,,43.0,28.0,48.0,1605.3330,0.4700,5036108269662,15036108759313,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886CGT38,036,14.25,Char T    ,38,T,Industrial Work Pants,95,,43.0,28.0,48.0,1605.3330,0.4800,5036108269679,15036108759320,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886CGT40,036,14.25,Char T    ,40,T,Industrial Work Pants,97,,43.0,28.0,48.0,1605.3330,0.4900,5036108269686,15036108759337,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886CGT42,036,14.25,Char T    ,42,T,Industrial Work Pants,25,,43.0,28.0,48.0,1605.3330,0.5000,5036108269693,15036108759344,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886CGT.jpg
2886,2886NAR28,036,14.25,Navy      ,28,R,Industrial Work Pants,34,,43.0,28.0,48.0,1605.3330,0.4000,5036108269723,15036108759375,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR30,036,14.25,Navy      ,30,R,Industrial Work Pants,52,,43.0,28.0,48.0,1605.3330,0.4200,5036108269730,15036108759382,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR32,036,14.25,Navy      ,32,R,Industrial Work Pants,49,,43.0,28.0,48.0,1605.3330,0.4300,5036108269747,15036108759399,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR34,036,14.25,Navy      ,34,R,Industrial Work Pants,50,,43.0,28.0,48.0,1605.3330,0.4400,5036108269754,15036108759405,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR36,036,14.25,Navy      ,36,R,Industrial Work Pants,68,,43.0,28.0,48.0,1605.3330,0.4500,5036108269761,15036108759412,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR38,036,14.25,Navy      ,38,R,Industrial Work Pants,39,,43.0,28.0,48.0,1605.3330,0.4600,5036108269778,15036108759429,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR40,036,14.25,Navy      ,40,R,Industrial Work Pants,84,,43.0,28.0,48.0,1605.3330,0.4700,5036108269785,15036108759436,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR42,036,14.25,Navy      ,42,R,Industrial Work Pants,90,,43.0,28.0,48.0,1605.3330,0.4800,5036108269792,15036108759443,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR44,036,14.25,Navy      ,44,R,Industrial Work Pants,126,,43.0,28.0,48.0,1605.3330,0.4900,5036108269808,15036108759450,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR46,036,14.25,Navy      ,46,R,Industrial Work Pants,115,,43.0,28.0,48.0,1605.3330,0.5000,5036108269815,15036108759467,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR48,036,14.25,Navy      ,48,R,Industrial Work Pants,40,,43.0,28.0,48.0,1605.3330,0.5100,5036108269822,15036108759474,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR50,036,14.25,Navy      ,50,R,Industrial Work Pants,28,,43.0,28.0,48.0,1605.3330,0.5100,5036108269839,15036108759481,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAR52,036,14.25,Navy      ,52,R,Industrial Work Pants,4,,43.0,28.0,48.0,1605.3330,0.5200,5036108269846,15036108759498,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAR.jpg
2886,2886NAT32,036,14.25,Navy T    ,32,T,Industrial Work Pants,36,,43.0,28.0,48.0,1605.3330,0.4300,5036108269853,15036108759504,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT34,036,14.25,Navy T    ,34,T,Industrial Work Pants,30,,43.0,28.0,48.0,1605.3330,0.4400,5036108269860,15036108759511,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT36,036,14.25,Navy T    ,36,T,Industrial Work Pants,33,,43.0,28.0,48.0,1605.3330,0.4500,5036108269877,15036108759528,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT38,036,14.25,Navy T    ,38,T,Industrial Work Pants,51,,43.0,28.0,48.0,1605.3330,0.4600,5036108269884,15036108759535,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT42,036,14.25,Navy T    ,42,T,Industrial Work Pants,15,,43.0,28.0,48.0,1605.3330,0.4800,5036108269907,15036108759559,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT44,036,14.25,Navy T    ,44,T,Industrial Work Pants,20,,43.0,28.0,48.0,1605.3330,0.4900,5036108269914,15036108759566,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
2886,2886NAT46,036,14.25,Navy T    ,46,T,Industrial Work Pants,30,,43.0,28.0,48.0,1605.3330,0.5000,5036108269921,15036108759573,6203439010,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2886NAT.jpg
A001,A001BKR,010,94.75,Black,,R,Glove Clip  (Pk 40),39,,60.0,45.0,48.0,12960.0000,1.3000,5036108185009,15036108603159,7907006000,40,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A001BKR.jpg
A010,A010WHRL,001,226.00,White     ,Large,R,Inspection Gloves  (600 Pairs),8,,52.0,25.0,38.0,49400.0000,10.0000,,15036108811615,6116938800,600,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg
A010,A010WHRM,001,226.00,White     ,Medium,R,Inspection Gloves  (600 Pairs),10,,52.0,25.0,38.0,49400.0000,10.0000,,15036108811622,6116938800,600,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg
A010,A010WHRXL,001,226.00,White     ,XL,R,Inspection Gloves  (600 Pairs),20,,52.0,25.0,38.0,49400.0000,10.0000,,15036108811639,6116938800,600,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg
A030,A030WHRL,001,75.00,White     ,Large,R,String Knit Liners (300 Pairs),8,,50.0,26.0,38.0,49400.0000,13.5000,,15036108811646,6116938800,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg
A030,A030WHRM,001,75.00,White     ,Medium,R,String Knit Liners (300 Pairs),8,,50.0,26.0,38.0,49400.0000,13.5000,,15036108811653,6116938800,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg
A030,A030WHRXL,001,75.00,White     ,XL,R,String Knit Liners (300 Pairs),14,,50.0,26.0,38.0,49400.0000,13.5000,,15036108811660,6116938800,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg
A040,A040NLRL,001,124.95,Natural   ,Large,R,Jersey Liner Glove (300 Pairs),3,,61.0,26.0,38.0,60268.0000,12.3000,,15036108811677,6116926420,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg
A040,A040NLRM,001,124.95,Natural   ,Medium,R,Jersey Liner Glove (300 Pairs),10,,61.0,26.0,38.0,60268.0000,12.3000,,15036108811684,6116926420,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg
A040,A040NLRXL,001,124.95,Natural   ,XL,R,Jersey Liner Glove (300 Pairs),10,,61.0,26.0,38.0,60268.0000,12.3000,,15036108811691,6116926420,300,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg
A100,A100G4RL,216,0.89,GreyBlu  ,Large,R,Grip Glove,1965,,56.0,30.0,48.0,373.3330,0.1050,5036108312009,15036108800565,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg
A100,A100G4RM,216,0.89,GreyBlu  ,Medium,R,Grip Glove,612,,56.0,30.0,48.0,373.3330,0.0900,5036108312016,15036108800572,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg
A100,A100G4RS,216,0.89,GreyBlu  ,Small,R,Grip Glove,366,,56.0,30.0,48.0,373.3330,0.0800,5036108312023,15036108800589,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg
A100,A100G4RXL,216,0.89,GreyBlu  ,XL,R,Grip Glove,3009,,56.0,30.0,48.0,373.3330,0.1050,5036108312030,15036108800596,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg
A100,A100G4RXXL,216,0.89,GreyBlu  ,XXL,R,Grip Glove,433,,56.0,30.0,48.0,373.3330,0.1050,5036108312047,15036108800602,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg
A100,A100GNRL,216,0.89,Green     ,Large,R,Grip Glove,423,,56.0,30.0,48.0,373.3330,0.1000,5036108301911,15036108603197,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg
A100,A100GNRM,216,0.89,Green     ,Medium,R,Grip Glove,0,,56.0,30.0,48.0,373.3330,0.0800,5036108301928,15036108603203,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg
A100,A100GNRXXL,216,0.89,Green     ,XXL,R,Grip Glove,113,,56.0,30.0,48.0,373.3330,0.1100,5036108301942,15036108689726,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg
A100,A100ORRL,216,0.89,Orange    ,Large,R,Grip Glove,653,,56.0,30.0,48.0,373.3330,0.1000,5036108302031,15036108603227,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg
A100,A100ORRM,216,0.89,Orange    ,Medium,R,Grip Glove,1544,,56.0,30.0,48.0,373.3330,0.0800,5036108302048,15036108603234,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg
A100,A100ORRS,216,0.89,Orange    ,Small,R,Grip Glove,742,,56.0,30.0,48.0,373.3330,0.0800,5036108302055,15036108716385,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg
A100,A100ORRXL,216,0.89,Orange    ,XL,R,Grip Glove,1161,,56.0,30.0,48.0,373.3330,0.1000,5036108302062,15036108603241,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg
A100,A100ORRXXL,216,0.89,Orange    ,XXL,R,Grip Glove,206,,56.0,30.0,48.0,373.3330,0.1000,5036108302079,15036108689733,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg
A110,A110WBRL,216,0.59,WhBlu    ,Large,R,Polka Dot Glove,571,,56.0,27.0,37.0,259.0000,0.0600,5036108293315,15036108603340,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A110,A110WBRM,216,0.59,WhBlu    ,Medium,R,Polka Dot Glove,528,,56.0,27.0,37.0,259.0000,0.0400,5036108293322,15036108603357,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A110,A110WBRS,216,0.59,WhBlu    ,Small,R,Polka Dot Glove,85,,56.0,27.0,37.0,259.0000,0.0400,5036108293339,15036108689740,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A110,A110WBRXL,216,0.59,WhBlu    ,XL,R,Polka Dot Glove,398,,56.0,27.0,37.0,259.0000,0.0560,5036108293346,15036108603364,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A110,A110WBRXS,216,0.59,WhBlu    ,XSmall,R,Polka Dot Glove,207,,56.0,27.0,37.0,259.0000,0.0400,5036108293353,15036108760685,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A110,A110WBRXXL,216,0.59,WhBlu    ,XXL,R,Polka Dot Glove,443,,56.0,27.0,37.0,259.0000,0.0600,5036108293360,15036108734754,6116105520,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg
A111,A111WBRL,288,0.37,WhBlu    ,Large,R,Classic Polka Dot Glove,1193,,43.0,28.0,58.0,242.5000,0.0600,5036108163458,15036108603371,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg
A111,A111WBRM,288,0.37,WhBlu    ,Medium,R,Classic Polka Dot Glove,562,,43.0,28.0,58.0,242.5000,0.0600,5036108163465,15036108603388,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg
A111,A111WBRS,288,0.37,WhBlu    ,Small,R,Classic Polka Dot Glove,130,12/02/2021,43.0,28.0,58.0,242.5000,0.0600,5036108202638,15036108689757,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg
A111,A111WBRXL,288,0.37,WhBlu    ,XL,R,Classic Polka Dot Glove,483,,43.0,28.0,58.0,242.5000,0.0600,5036108163472,15036108603395,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg
A111,A111WBRXXL,288,0.37,WhBlu    ,XXL,R,Classic Polka Dot Glove,97,,43.0,28.0,58.0,242.5000,0.0600,5036108163489,15036108769237,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg
A120,A120B4RL,480,0.50,BluBlu   ,Large,R,PU Palm Glove,1225,,65.0,45.0,50.0,304.6870,0.0290,5036108224074,15036108711410,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg
A120,A120B4RM,480,0.50,BluBlu   ,Medium,R,PU Palm Glove,79,,65.0,45.0,45.0,274.2180,0.0280,5036108224081,15036108711427,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg
A120,A120B4RXL,480,0.50,BluBlu   ,XL,R,PU Palm Glove,437,,65.0,45.0,50.0,304.6870,0.0300,5036108224104,15036108711441,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg
A120,A120BKRL,480,0.45,Black     ,Large,R,PU Palm Glove,11429,12/02/2021,65.0,45.0,50.0,304.6870,0.0290,5036108210848,15036108603401,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRM,480,0.45,Black     ,Medium,R,PU Palm Glove,4091,12/02/2021,65.0,45.0,45.0,274.2180,0.0280,5036108210855,15036108603418,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRS,480,0.45,Black     ,Small,R,PU Palm Glove,0,12/02/2021,65.0,45.0,45.0,274.2180,0.0260,5036108210862,15036108603425,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRXL,480,0.45,Black     ,XL,R,PU Palm Glove,2077,12/02/2021,65.0,45.0,50.0,304.6870,0.0300,5036108210879,15036108603432,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRXS,480,0.45,Black     ,XSmall,R,PU Palm Glove,2219,,65.0,45.0,45.0,274.2180,0.0210,5036108210886,15036108603449,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRXXL,480,0.45,Black     ,XXL,R,PU Palm Glove,526,12/02/2021,65.0,45.0,50.0,304.6870,0.0330,5036108210893,15036108689764,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRXXS,480,0.45,Black     ,XXSmall,R,PU Palm Glove,0,,65.0,45.0,50.0,304.6870,0.0200,5036108312092,15036108800893,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120BKRXXXL,480,0.45,Black     ,3 XL,R,PU Palm Glove,468,,65.0,45.0,50.0,304.6870,0.0340,5036108312108,15036108800909,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120BKR.jpg
A120,A120GRRL,480,0.45,Grey      ,Large,R,PU Palm Glove,23461,12/02/2021,65.0,45.0,50.0,304.6870,0.0270,5036108210787,15036108689771,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120GRRM,480,0.45,Grey      ,Medium,R,PU Palm Glove,26120,,65.0,45.0,45.0,274.2180,0.0280,5036108210794,15036108689788,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120GRRS,480,0.45,Grey      ,Small,R,PU Palm Glove,7380,12/02/2021,65.0,45.0,45.0,274.2180,0.0220,5036108210800,15036108689795,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120GRRXL,480,0.45,Grey      ,XL,R,PU Palm Glove,20913,12/02/2021,65.0,45.0,50.0,304.6870,0.0300,5036108210817,15036108689801,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120GRRXS,480,0.45,Grey      ,XSmall,R,PU Palm Glove,5609,,65.0,45.0,45.0,274.2180,0.0210,5036108210824,15036108689818,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120GRRXXL,480,0.45,Grey      ,XXL,R,PU Palm Glove,2304,,65.0,45.0,50.0,304.6870,0.0330,5036108210831,15036108689825,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120GRR.jpg
A120,A120O1RL,480,0.50,OrOr     ,Large,R,PU Palm Glove,277,12/02/2021,65.0,45.0,50.0,304.6870,0.0290,5036108223954,15036108711502,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120O1R.jpg
A120,A120O1RM,480,0.50,OrOr     ,Medium,R,PU Palm Glove,502,,65.0,45.0,45.0,274.2180,0.0280,5036108223961,15036108711519,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120O1R.jpg
A120,A120O1RS,480,0.50,OrOr     ,Small,R,PU Palm Glove,667,,65.0,45.0,45.0,274.2180,0.0220,5036108223978,15036108711526,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120O1R.jpg
A120,A120O1RXL,480,0.50,OrOr     ,XL,R,PU Palm Glove,0,12/02/2021,65.0,45.0,50.0,304.6870,0.0300,5036108223985,15036108711533,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120O1R.jpg
A120,A120O1RXS,480,0.50,OrOr     ,XSmall,R,PU Palm Glove,167,,65.0,45.0,45.0,274.2180,0.0210,5036108223992,15036108711540,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120O1R.jpg
A120,A120P9RL,480,0.50,Pink      ,Large,R,PU Palm Glove,846,,65.0,45.0,50.0,304.6870,0.0290,5036108246281,15036108734846,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120P9R.jpg
A120,A120P9RM,480,0.50,Pink      ,Medium,R,PU Palm Glove,1150,,65.0,45.0,45.0,274.2180,0.0280,5036108224210,15036108711496,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120P9R.jpg
A120,A120P9RS,480,0.50,Pink      ,Small,R,PU Palm Glove,980,,65.0,45.0,45.0,274.2180,0.0220,5036108224203,15036108711489,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120P9R.jpg
A120,A120P9RXS,480,0.50,Pink      ,XSmall,R,PU Palm Glove,897,,65.0,45.0,45.0,274.2180,0.0210,5036108224197,15036108711472,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120P9R.jpg
A120,A120WHRL,480,0.43,White     ,Large,R,PU Palm Glove,14991,12/02/2021,65.0,45.0,50.0,304.6870,0.0270,5036108210725,15036108689832,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRM,480,0.43,White     ,Medium,R,PU Palm Glove,37950,,65.0,45.0,45.0,274.2180,0.0280,5036108210732,15036108689849,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRS,480,0.43,White     ,Small,R,PU Palm Glove,230,12/02/2021,65.0,45.0,45.0,274.2180,0.0240,5036108210749,15036108689856,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRXL,480,0.43,White     ,XL,R,PU Palm Glove,7235,,65.0,45.0,50.0,304.6870,0.0300,5036108210756,15036108689863,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRXS,480,0.43,White     ,XSmall,R,PU Palm Glove,13929,,65.0,45.0,45.0,274.2180,0.0220,5036108210763,15036108689870,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRXXL,480,0.43,White     ,XXL,R,PU Palm Glove,1396,,65.0,45.0,50.0,304.6870,0.0330,5036108210770,15036108689887,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRXXS,480,0.43,White     ,XXSmall,R,PU Palm Glove,1891,,65.0,45.0,50.0,304.6870,0.0200,5036108312115,15036108800916,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120WHRXXXL,480,0.43,White     ,3 XL,R,PU Palm Glove,0,,65.0,45.0,50.0,304.6870,0.0340,5036108312122,15036108800923,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120WHR.jpg
A120,A120Y2RL,480,0.50,YeYe     ,Large,R,PU Palm Glove,1466,12/02/2021,65.0,45.0,50.0,304.6870,0.0290,5036108224012,15036108711359,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120Y2R.jpg
A120,A120Y2RM,480,0.50,YeYe     ,Medium,R,PU Palm Glove,915,12/02/2021,65.0,45.0,45.0,274.2180,0.0280,5036108224029,15036108711366,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120Y2R.jpg
A120,A120Y2RXL,480,0.50,YeYe     ,XL,R,PU Palm Glove,1091,,65.0,45.0,50.0,304.6870,0.0300,5036108224043,15036108711380,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120Y2R.jpg
A120,A120Y2RXXL,480,0.50,YeYe     ,XXL,R,PU Palm Glove,1082,,65.0,45.0,50.0,304.6870,0.0330,5036108224067,15036108711403,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120Y2R.jpg
A130,A130ORRL,144,0.91,Orange    ,Large,R,Criss Cross Glove,96,,43.0,28.0,58.0,484.9440,0.0800,5036108310876,15036108603500,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A130ORR.jpg
A140,A140BKRL,144,1.64,YeBk     ,Large,R,Thermal Grip Glove,764,,45.0,30.0,52.0,487.5000,0.1200,5036108155453,15036108603531,6116106500,1,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A140BKR.jpg
